variable,label,harm,threshold,prevalence,n,test_pos_rate,tp_rate,fp_rate,net_benefit
all,Treat All,0,0.33,0.5,750,1,0.5,0.5,0.25373134328358204
all,Treat All,0,0.34,0.5,750,1,0.5,0.5,0.24242424242424238
all,Treat All,0,0.35000000000000003,0.5,750,1,0.5,0.5,0.23076923076923073
all,Treat All,0,0.36,0.5,750,1,0.5,0.5,0.21875
all,Treat All,0,0.37,0.5,750,1,0.5,0.5,0.20634920634920634
all,Treat All,0,0.38,0.5,750,1,0.5,0.5,0.1935483870967742
all,Treat All,0,0.39,0.5,750,1,0.5,0.5,0.180327868852459
all,Treat All,0,0.4,0.5,750,1,0.5,0.5,0.16666666666666663
all,Treat All,0,0.41000000000000003,0.5,750,1,0.5,0.5,0.15254237288135591
all,Treat All,0,0.42,0.5,750,1,0.5,0.5,0.13793103448275867
all,Treat All,0,0.43,0.5,750,1,0.5,0.5,0.1228070175438597
all,Treat All,0,0.44,0.5,750,1,0.5,0.5,0.10714285714285715
all,Treat All,0,0.45,0.5,750,1,0.5,0.5,0.09090909090909094
all,Treat All,0,0.46,0.5,750,1,0.5,0.5,0.07407407407407407
all,Treat All,0,0.47000000000000003,0.5,750,1,0.5,0.5,0.05660377358490565
all,Treat All,0,0.48,0.5,750,1,0.5,0.5,0.03846153846153849
all,Treat All,0,0.49,0.5,750,1,0.5,0.5,0.019607843137254943
all,Treat All,0,0.5,0.5,750,1,0.5,0.5,0
all,Treat All,0,0.51,0.5,750,1,0.5,0.5,-0.020408163265306145
all,Treat All,0,0.52,0.5,750,1,0.5,0.5,-0.04166666666666674
all,Treat All,0,0.53,0.5,750,1,0.5,0.5,-0.06382978723404265
all,Treat All,0,0.54,0.5,750,1,0.5,0.5,-0.08695652173913049
all,Treat All,0,0.55,0.5,750,1,0.5,0.5,-0.11111111111111127
all,Treat All,0,0.56,0.5,750,1,0.5,0.5,-0.13636363636363646
all,Treat All,0,0.5700000000000001,0.5,750,1,0.5,0.5,-0.16279069767441878
all,Treat All,0,0.58,0.5,750,1,0.5,0.5,-0.19047619047619035
all,Treat All,0,0.59,0.5,750,1,0.5,0.5,-0.21951219512195108
all,Treat All,0,0.6,0.5,750,1,0.5,0.5,-0.2499999999999999
all,Treat All,0,0.61,0.5,750,1,0.5,0.5,-0.28205128205128205
all,Treat All,0,0.62,0.5,750,1,0.5,0.5,-0.3157894736842105
all,Treat All,0,0.63,0.5,750,1,0.5,0.5,-0.3513513513513513
all,Treat All,0,0.64,0.5,750,1,0.5,0.5,-0.38888888888888895
all,Treat All,0,0.65,0.5,750,1,0.5,0.5,-0.4285714285714287
all,Treat All,0,0.66,0.5,750,1,0.5,0.5,-0.47058823529411775
all,Treat All,0,0.67,0.5,750,1,0.5,0.5,-0.5151515151515154
all,Treat All,0,0.68,0.5,750,1,0.5,0.5,-0.5625000000000002
all,Treat All,0,0.6900000000000001,0.5,750,1,0.5,0.5,-0.612903225806452
all,Treat All,0,0.7000000000000001,0.5,750,1,0.5,0.5,-0.666666666666667
all,Treat All,0,0.71,0.5,750,1,0.5,0.5,-0.7241379310344827
all,Treat All,0,0.72,0.5,750,1,0.5,0.5,-0.7857142857142856
all,Treat All,0,0.73,0.5,750,1,0.5,0.5,-0.8518518518518516
all,Treat All,0,0.74,0.5,750,1,0.5,0.5,-0.9230769230769229
all,Treat All,0,0.75,0.5,750,1,0.5,0.5,-1
all,Treat All,0,0.76,0.5,750,1,0.5,0.5,-1.0833333333333335
all,Treat All,0,0.77,0.5,750,1,0.5,0.5,-1.173913043478261
all,Treat All,0,0.78,0.5,750,1,0.5,0.5,-1.272727272727273
all,Treat All,0,0.79,0.5,750,1,0.5,0.5,-1.3809523809523814
all,Treat All,0,0.8,0.5,750,1,0.5,0.5,-1.5000000000000004
all,Treat All,0,0.81,0.5,750,1,0.5,0.5,-1.6315789473684217
all,Treat All,0,0.8200000000000001,0.5,750,1,0.5,0.5,-1.7777777777777786
all,Treat All,0,0.8300000000000001,0.5,750,1,0.5,0.5,-1.9411764705882364
all,Treat All,0,0.84,0.5,750,1,0.5,0.5,-2.1249999999999996
all,Treat All,0,0.85,0.5,750,1,0.5,0.5,-2.333333333333333
all,Treat All,0,0.86,0.5,750,1,0.5,0.5,-2.571428571428571
all,Treat All,0,0.87,0.5,750,1,0.5,0.5,-2.846153846153846
all,Treat All,0,0.88,0.5,750,1,0.5,0.5,-3.166666666666667
all,Treat All,0,0.89,0.5,750,1,0.5,0.5,-3.545454545454546
all,Treat All,0,0.9,0.5,750,1,0.5,0.5,-4.000000000000001
all,Treat All,0,0.91,0.5,750,1,0.5,0.5,-4.555555555555557
all,Treat All,0,0.92,0.5,750,1,0.5,0.5,-5.2500000000000036
all,Treat All,0,0.93,0.5,750,1,0.5,0.5,-6.142857142857148
all,Treat All,0,0.9400000000000001,0.5,750,1,0.5,0.5,-7.333333333333341
all,Treat All,0,0.9500000000000001,0.5,750,1,0.5,0.5,-9.000000000000014
all,Treat All,0,0.96,0.5,750,1,0.5,0.5,-11.49999999999999
all,Treat All,0,0.97,0.5,750,1,0.5,0.5,-15.666666666666654
all,Treat All,0,0.98,0.5,750,1,0.5,0.5,-23.99999999999998
all,Treat All,0,0.99,0.5,750,1,0.5,0.5,-48.99999999999996
none,Treat None,0,1e-9,0.5,750,0,0,0,0
none,Treat None,0,0.01,0.5,750,0,0,0,0
none,Treat None,0,0.02,0.5,750,0,0,0,0
none,Treat None,0,0.03,0.5,750,0,0,0,0
none,Treat None,0,0.04,0.5,750,0,0,0,0
none,Treat None,0,0.05,0.5,750,0,0,0,0
none,Treat None,0,0.06,0.5,750,0,0,0,0
none,Treat None,0,0.07,0.5,750,0,0,0,0
none,Treat None,0,0.08,0.5,750,0,0,0,0
none,Treat None,0,0.09,0.5,750,0,0,0,0
none,Treat None,0,0.1,0.5,750,0,0,0,0
none,Treat None,0,0.11,0.5,750,0,0,0,0
none,Treat None,0,0.12,0.5,750,0,0,0,0
none,Treat None,0,0.13,0.5,750,0,0,0,0
none,Treat None,0,0.14,0.5,750,0,0,0,0
none,Treat None,0,0.15,0.5,750,0,0,0,0
none,Treat None,0,0.16,0.5,750,0,0,0,0
none,Treat None,0,0.17,0.5,750,0,0,0,0
none,Treat None,0,0.18,0.5,750,0,0,0,0
none,Treat None,0,0.19,0.5,750,0,0,0,0
none,Treat None,0,0.2,0.5,750,0,0,0,0
none,Treat None,0,0.21,0.5,750,0,0,0,0
none,Treat None,0,0.22,0.5,750,0,0,0,0
none,Treat None,0,0.23,0.5,750,0,0,0,0
none,Treat None,0,0.24,0.5,750,0,0,0,0
none,Treat None,0,0.25,0.5,750,0,0,0,0
none,Treat None,0,0.26,0.5,750,0,0,0,0
none,Treat None,0,0.27,0.5,750,0,0,0,0
none,Treat None,0,0.28,0.5,750,0,0,0,0
none,Treat None,0,0.29,0.5,750,0,0,0,0
none,Treat None,0,0.3,0.5,750,0,0,0,0
none,Treat None,0,0.31,0.5,750,0,0,0,0
none,Treat None,0,0.32,0.5,750,0,0,0,0
none,Treat None,0,0.33,0.5,750,0,0,0,0
none,Treat None,0,0.34,0.5,750,0,0,0,0
none,Treat None,0,0.35000000000000003,0.5,750,0,0,0,0
none,Treat None,0,0.36,0.5,750,0,0,0,0
none,Treat None,0,0.37,0.5,750,0,0,0,0
none,Treat None,0,0.38,0.5,750,0,0,0,0
none,Treat None,0,0.39,0.5,750,0,0,0,0
none,Treat None,0,0.4,0.5,750,0,0,0,0
none,Treat None,0,0.41000000000000003,0.5,750,0,0,0,0
none,Treat None,0,0.42,0.5,750,0,0,0,0
none,Treat None,0,0.43,0.5,750,0,0,0,0
none,Treat None,0,0.44,0.5,750,0,0,0,0
none,Treat None,0,0.45,0.5,750,0,0,0,0
none,Treat None,0,0.46,0.5,750,0,0,0,0
none,Treat None,0,0.47000000000000003,0.5,750,0,0,0,0
none,Treat None,0,0.48,0.5,750,0,0,0,0
none,Treat None,0,0.49,0.5,750,0,0,0,0
none,Treat None,0,0.5,0.5,750,0,0,0,0
none,Treat None,0,0.51,0.5,750,0,0,0,0
none,Treat None,0,0.52,0.5,750,0,0,0,0
none,Treat None,0,0.53,0.5,750,0,0,0,0
none,Treat None,0,0.54,0.5,750,0,0,0,0
none,Treat None,0,0.55,0.5,750,0,0,0,0
none,Treat None,0,0.56,0.5,750,0,0,0,0
none,Treat None,0,0.5700000000000001,0.5,750,0,0,0,0
none,Treat None,0,0.58,0.5,750,0,0,0,0
none,Treat None,0,0.59,0.5,750,0,0,0,0
none,Treat None,0,0.6,0.5,750,0,0,0,0
none,Treat None,0,0.61,0.5,750,0,0,0,0
none,Treat None,0,0.62,0.5,750,0,0,0,0
none,Treat None,0,0.63,0.5,750,0,0,0,0
none,Treat None,0,0.64,0.5,750,0,0,0,0
none,Treat None,0,0.65,0.5,750,0,0,0,0
none,Treat None,0,0.66,0.5,750,0,0,0,0
none,Treat None,0,0.67,0.5,750,0,0,0,0
none,Treat None,0,0.68,0.5,750,0,0,0,0
none,Treat None,0,0.6900000000000001,0.5,750,0,0,0,0
none,Treat None,0,0.7000000000000001,0.5,750,0,0,0,0
none,Treat None,0,0.71,0.5,750,0,0,0,0
none,Treat None,0,0.72,0.5,750,0,0,0,0
none,Treat None,0,0.73,0.5,750,0,0,0,0
none,Treat None,0,0.74,0.5,750,0,0,0,0
none,Treat None,0,0.75,0.5,750,0,0,0,0
none,Treat None,0,0.76,0.5,750,0,0,0,0
none,Treat None,0,0.77,0.5,750,0,0,0,0
none,Treat None,0,0.78,0.5,750,0,0,0,0
none,Treat None,0,0.79,0.5,750,0,0,0,0
none,Treat None,0,0.8,0.5,750,0,0,0,0
none,Treat None,0,0.81,0.5,750,0,0,0,0
none,Treat None,0,0.8200000000000001,0.5,750,0,0,0,0
none,Treat None,0,0.8300000000000001,0.5,750,0,0,0,0
none,Treat None,0,0.84,0.5,750,0,0,0,0
none,Treat None,0,0.85,0.5,750,0,0,0,0
none,Treat None,0,0.86,0.5,750,0,0,0,0
none,Treat None,0,0.87,0.5,750,0,0,0,0
none,Treat None,0,0.88,0.5,750,0,0,0,0
none,Treat None,0,0.89,0.5,750,0,0,0,0
none,Treat None,0,0.9,0.5,750,0,0,0,0
none,Treat None,0,0.91,0.5,750,0,0,0,0
none,Treat None,0,0.92,0.5,750,0,0,0,0
none,Treat None,0,0.93,0.5,750,0,0,0,0
none,Treat None,0,0.9400000000000001,0.5,750,0,0,0,0
none,Treat None,0,0.9500000000000001,0.5,750,0,0,0,0
none,Treat None,0,0.96,0.5,750,0,0,0,0
none,Treat None,0,0.97,0.5,750,0,0,0,0
none,Treat None,0,0.98,0.5,750,0,0,0,0
none,Treat None,0,0.99,0.5,750,0,0,0,0
age,age,0,1e-9,0.5,750,1,0.5,0.5,0.4999999995
age,age,0,0.01,0.5,750,0.984,0.5,0.4906976744186046,0.4950434578341555
age,age,0,0.02,0.5,750,0.9373333333333334,0.5,0.4635658914728682,0.49053947160259453
age,age,0,0.03,0.5,750,0.8813333333333333,0.5,0.4310077519379845,0.4866698633421242
age,age,0,0.04,0.5,750,0.8093333333333333,0.49523809523809526,0.38992248062015505,0.47899132521225546
age,age,0,0.05,0.5,750,0.736,0.4666666666666667,0.351937984496124,0.4481436148510812
age,age,0,0.06,0.5,750,0.6773333333333333,0.4523809523809524,0.3201550387596899,0.4319455243750147
age,age,0,0.07,0.5,750,0.6186666666666667,0.4380952380952381,0.28837209302325584,0.4163898117386489
age,age,0,0.08,0.5,750,0.5813333333333334,0.41904761904761906,0.26976744186046514,0.3955895806249699
age,age,0,0.09,0.5,750,0.5373333333333333,0.40476190476190477,0.24651162790697675,0.38038163387000595
age,age,0,0.1,0.5,750,0.49733333333333335,0.4,0.224031007751938,0.3751076658053403
age,age,0,0.11,0.5,750,0.4533333333333333,0.38571428571428573,0.2007751937984496,0.3608993741212189
age,age,0,0.12,0.5,750,0.41333333333333333,0.38095238095238093,0.17829457364341086,0.35663948454646127
age,age,0,0.13,0.5,750,0.38666666666666666,0.36666666666666664,0.16511627906976745,0.34199411921946
age,age,0,0.14,0.5,750,0.3586666666666667,0.3476190476190476,0.15193798449612403,0.3228849571196786
age,age,0,0.15,0.5,750,0.3253333333333333,0.32857142857142857,0.13565891472868216,0.3046316200898964
age,age,0,0.16,0.5,750,0.30266666666666664,0.319047619047619,0.12403100775193798,0.295422665190107
age,age,0,0.17,0.5,750,0.284,0.3047619047619048,0.11550387596899225,0.2811044843827136
age,age,0,0.18,0.5,750,0.26666666666666666,0.29523809523809524,0.10697674418604651,0.27175539529481674
age,age,0,0.19,0.5,750,0.24,0.28095238095238095,0.0937984496124031,0.2589502754877432
age,age,0,0.2,0.5,750,0.22533333333333333,0.28095238095238095,0.08527131782945736,0.25963455149501663
age,age,0,0.21,0.5,750,0.208,0.26666666666666666,0.07751937984496124,0.24606024923952508
age,age,0,0.22,0.5,750,0.196,0.24761904761904763,0.07364341085271318,0.22684782917341056
age,age,0,0.23,0.5,750,0.18533333333333332,0.23809523809523808,0.06899224806201551,0.2174871639987919
age,age,0,0.24,0.5,750,0.172,0.22857142857142856,0.06279069767441861,0.20874278720055953
age,age,0,0.25,0.5,750,0.156,0.20476190476190476,0.05736434108527132,0.18564045773348098
age,age,0,0.26,0.5,750,0.148,0.19523809523809524,0.05426356589147287,0.17617251803298314
age,age,0,0.27,0.5,750,0.13333333333333333,0.18571428571428572,0.047286821705426356,0.16822463933008694
age,age,0,0.28,0.5,750,0.124,0.1761904761904762,0.043410852713178294,0.15930847791312908
age,age,0,0.29,0.5,750,0.116,0.17142857142857143,0.03953488372093023,0.15528052033129006
age,age,0,0.3,0.5,750,0.108,0.16666666666666666,0.03565891472868217,0.15138427464008858
age,age,0,0.31,0.5,750,0.1,0.1619047619047619,0.03178294573643411,0.14762546744346544
age,age,0,0.32,0.5,750,0.09333333333333334,0.1619047619047619,0.027906976744186046,0.14877206696632142
age,age,0,0.33,0.5,750,0.08666666666666667,0.14761904761904762,0.02635658914728682,0.13463744400918992
age,age,0,0.34,0.5,750,0.08133333333333333,0.14285714285714285,0.024031007751937984,0.1304775328031142
age,age,0,0.35000000000000003,0.5,750,0.07866666666666666,0.1380952380952381,0.023255813953488372,0.12557287673566744
age,age,0,0.36,0.5,750,0.07466666666666667,0.12857142857142856,0.02248062015503876,0.11592607973421926
age,age,0,0.37,0.5,750,0.06666666666666667,0.10952380952380952,0.020930232558139535,0.09723145071982281
age,age,0,0.38,0.5,750,0.06266666666666666,0.10476190476190476,0.01937984496124031,0.09288393526953168
age,age,0,0.39,0.5,750,0.06133333333333333,0.10476190476190476,0.018604651162790697,0.092867127788973
age,age,0,0.4,0.5,750,0.058666666666666666,0.1,0.017829457364341085,0.08811369509043929
age,age,0,0.41000000000000003,0.5,750,0.056,0.1,0.01627906976744186,0.0886874260938116
age,age,0,0.42,0.5,750,0.05466666666666667,0.1,0.015503875968992248,0.08877305533279872
age,age,0,0.43,0.5,750,0.052,0.1,0.013953488372093023,0.08947368421052632
age,age,0,0.44,0.5,750,0.04933333333333333,0.1,0.012403100775193798,0.0902547065337763
age,age,0,0.45,0.5,750,0.04533333333333334,0.09523809523809523,0.010852713178294573,0.0863586026376724
age,age,0,0.46,0.5,750,0.04,0.08095238095238096,0.010077519379844961,0.07236782740658709
age,age,0,0.47000000000000003,0.5,750,0.036,0.0761904761904762,0.008527131782945736,0.06862868008107148
age,age,0,0.48,0.5,750,0.03333333333333333,0.0761904761904762,0.0069767441860465115,0.06975040463412557
age,age,0,0.49,0.5,750,0.030666666666666665,0.07142857142857142,0.006201550387596899,0.0654702190953901
age,age,0,0.5,0.5,750,0.028,0.06666666666666667,0.005426356589147287,0.06124031007751938
age,age,0,0.51,0.5,750,0.02666666666666667,0.06666666666666667,0.004651162790697674,0.06182566049675684
age,age,0,0.52,0.5,750,0.024,0.05714285714285714,0.004651162790697674,0.05210409745293466
age,age,0,0.53,0.5,750,0.018666666666666668,0.05238095238095238,0.002325581395348837,0.04975848825428242
age,age,0,0.54,0.5,750,0.016,0.04285714285714286,0.002325581395348837,0.04012711252347248
age,age,0,0.55,0.5,750,0.016,0.04285714285714286,0.002325581395348837,0.04001476559616095
age,age,0,0.56,0.5,750,0.014666666666666666,0.0380952380952381,0.002325581395348837,0.03513540722843049
age,age,0,0.5700000000000001,0.5,750,0.013333333333333334,0.0380952380952381,0.0015503875968992248,0.03604007314120889
age,age,0,0.58,0.5,750,0.013333333333333334,0.0380952380952381,0.0015503875968992248,0.035954226651901074
age,age,0,0.59,0.5,750,0.012,0.03333333333333333,0.0015503875968992248,0.031102287767063717
age,age,0,0.6,0.5,750,0.010666666666666666,0.02857142857142857,0.0015503875968992248,0.026245847176079733
age,age,0,0.61,0.5,750,0.009333333333333334,0.02857142857142857,7.751937984496124e-4,0.027358945963597125
age,age,0,0.62,0.5,750,0.009333333333333334,0.02857142857142857,7.751937984496124e-4,0.027306638689747625
age,age,0,0.63,0.5,750,0.009333333333333334,0.02857142857142857,7.751937984496124e-4,0.02725150399569004
age,age,0,0.64,0.5,750,0.008,0.023809523809523808,7.751937984496124e-4,0.022431401501168943
age,age,0,0.65,0.5,750,0.008,0.023809523809523808,7.751937984496124e-4,0.02236987818383167
age,age,0,0.66,0.5,750,0.008,0.023809523809523808,7.751937984496124e-4,0.022304735847827502
age,age,0,0.67,0.5,750,0.005333333333333333,0.014285714285714285,7.751937984496124e-4,0.01271183596764992
age,age,0,0.68,0.5,750,0.005333333333333333,0.014285714285714285,7.751937984496124e-4,0.012638427464008858
age,age,0,0.6900000000000001,0.5,750,0.005333333333333333,0.014285714285714285,7.751937984496124e-4,0.012560282927874825
age,age,0,0.7000000000000001,0.5,750,0.0026666666666666666,0.009523809523809525,0,0.009523809523809525
age,age,0,0.71,0.5,750,0.0026666666666666666,0.009523809523809525,0,0.009523809523809525
age,age,0,0.72,0.5,750,0.0013333333333333333,0.004761904761904762,0,0.004761904761904762
age,age,0,0.73,0.5,750,0.0013333333333333333,0.004761904761904762,0,0.004761904761904762
age,age,0,0.74,0.5,750,0.0013333333333333333,0.004761904761904762,0,0.004761904761904762
age,age,0,0.75,0.5,750,0.0013333333333333333,0.004761904761904762,0,0.004761904761904762
age,age,0,0.76,0.5,750,0,0,0,0
age,age,0,0.77,0.5,750,0,0,0,0
age,age,0,0.78,0.5,750,0,0,0,0
age,age,0,0.79,0.5,750,0,0,0,0
age,age,0,0.8,0.5,750,0,0,0,0
age,age,0,0.81,0.5,750,0,0,0,0
age,age,0,0.8200000000000001,0.5,750,0,0,0,0
age,age,0,0.8300000000000001,0.5,750,0,0,0,0
age,age,0,0.84,0.5,750,0,0,0,0
age,age,0,0.85,0.5,750,0,0,0,0
age,age,0,0.86,0.5,750,0,0,0,0
age,age,0,0.87,0.5,750,0,0,0,0
age,age,0,0.88,0.5,750,0,0,0,0
age,age,0,0.89,0.5,750,0,0,0,0
age,age,0,0.9,0.5,750,0,0,0,0
age,age,0,0.91,0.5,750,0,0,0,0
age,age,0,0.92,0.5,750,0,0,0,0
age,age,0,0.93,0.5,750,0,0,0,0
age,age,0,0.9400000000000001,0.5,750,0,0,0,0
age,age,0,0.9500000000000001,0.5,750,0,0,0,0
age,age,0,0.96,0.5,750,0,0,0,0
age,age,0,0.97,0.5,750,0,0,0,0
age,age,0,0.98,0.5,750,0,0,0,0
age,age,0,0.99,0.5,750,0,0,0,0
