variable,label,n,threshold,pos_rate,test_pos_rate,tp_rate,fp_rate,harm,net_benefit,net_intervention_avoided
all,Treat All,750,0.56,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-0.9379839369478913,0
all,Treat All,750,0.5700000000000001,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-0.9830533308304006,0
all,Treat All,750,0.58,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.030268886326362,0
all,Treat All,750,0.59,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.0797876396513952,0
all,Treat All,750,0.6,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.1317823306426802,0
all,Treat All,750,0.61,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.1864434160437747,0
all,Treat All,750,0.62,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.2439814006765055,0
all,Treat All,750,0.63,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.3046295466407354,0
all,Treat All,750,0.64,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.3686470340474226,0
all,Treat All,750,0.65,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.4363226635916349,0
all,Treat All,750,0.66,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.5079792125208005,0
all,Treat All,750,0.67,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.5839785825971886,0
all,Treat All,750,0.68,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.6647279133033508,0
all,Treat All,750,0.6900000000000001,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.7506868782486202,0
all,Treat All,750,0.7000000000000001,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.8423764408569077,0
all,Treat All,750,0.71,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-1.9403894215761104,0
all,Treat All,750,0.72,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-2.0454033294895435,0
all,Treat All,750,0.73,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-2.158196045396563,0
all,Treat All,750,0.74,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-2.2796651240656614,0
all,Treat All,750,0.75,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-2.4108517290282885,0
all,Treat All,750,0.76,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-2.552970551071134,0
all,Treat All,750,0.77,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-2.7074475315524875,0
all,Treat All,750,0.78,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-2.8759678738957826,0
all,Treat All,750,0.79,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-3.060537772652725,0
all,Treat All,750,0.8,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-3.2635646612853613,0
all,Treat All,750,0.81,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-3.487962801353012,0
all,Treat All,750,0.8200000000000001,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-3.7372940680948465,0
all,Treat All,750,0.8300000000000001,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-4.015958425041602,0
all,Treat All,750,0.84,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-4.3294558266067,0
all,Treat All,750,0.85,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-4.6847528817138135,0
all,Treat All,750,0.86,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-5.090806658979086,0
all,Treat All,750,0.87,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-5.559330248131324,0
all,Treat All,750,0.88,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-6.105941102142268,0
all,Treat All,750,0.89,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-6.751935747791565,0
all,Treat All,750,0.9,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-7.5271293225707225,0
all,Treat All,750,0.91,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-8.474588136189693,0
all,Treat All,750,0.92,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-9.658911653213407,0
all,Treat All,750,0.93,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-11.181613317958181,0
all,Treat All,750,0.9400000000000001,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-13.211882204284548,0
all,Treat All,750,0.9500000000000001,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-16.05425864514147,0
all,Treat All,750,0.96,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-20.317823306426785,0
all,Treat All,750,0.97,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-27.42376440856905,0
all,Treat All,750,0.98,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-41.63564661285357,0
all,Treat All,750,0.99,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,-84.27129322570714,0
none,Treat None,750,0,0.14728706774292788,0,0,0,0,0,-Inf
none,Treat None,750,0.01,0.14728706774292788,0,0,0,0,0,-13.728706774292785
none,Treat None,750,0.02,0.14728706774292788,0,0,0,0,0,-6.364353387146393
none,Treat None,750,0.03,0.14728706774292788,0,0,0,0,0,-3.9095689247642627
none,Treat None,750,0.04,0.14728706774292788,0,0,0,0,0,-2.6821766935731968
none,Treat None,750,0.05,0.14728706774292788,0,0,0,0,0,-1.9457413548585574
none,Treat None,750,0.06,0.14728706774292788,0,0,0,0,0,-1.4547844623821315
none,Treat None,750,0.07,0.14728706774292788,0,0,0,0,0,-1.1041009677561122
none,Treat None,750,0.08,0.14728706774292788,0,0,0,0,0,-0.8410883467865986
none,Treat None,750,0.09,0.14728706774292788,0,0,0,0,0,-0.636522974921421
none,Treat None,750,0.1,0.14728706774292788,0,0,0,0,0,-0.47287067742927874
none,Treat None,750,0.11,0.14728706774292788,0,0,0,0,0,-0.33897334311752614
none,Treat None,750,0.12,0.14728706774292788,0,0,0,0,0,-0.22739223119106572
none,Treat None,750,0.13,0.14728706774292788,0,0,0,0,0,-0.1329774441763682
none,Treat None,750,0.14,0.14728706774292788,0,0,0,0,0,-0.0520504838780562
none,Treat None,750,0.15,0.14728706774292788,0,0,0,0,0,0.018086215047147514
none,Treat None,750,0.16,0.14728706774292788,0,0,0,0,0,0.0794558266067008
none,Treat None,750,0.17,0.14728706774292788,0,0,0,0,0,0.13360548386513024
none,Treat None,750,0.18,0.14728706774292788,0,0,0,0,0,0.18173851253928944
none,Treat None,750,0.19,0.14728706774292788,0,0,0,0,0,0.22480490661616898
none,Treat None,750,0.2,0.14728706774292788,0,0,0,0,0,0.2635646612853606
none,Treat None,750,0.21,0.14728706774292788,0,0,0,0,0,0.2986330107479624
none,Treat None,750,0.22,0.14728706774292788,0,0,0,0,0,0.33051332844123693
none,Treat None,750,0.23,0.14728706774292788,0,0,0,0,0,0.3596214445959658
none,Treat None,750,0.24,0.14728706774292788,0,0,0,0,0,0.3863038844044671
none,Treat None,750,0.25,0.14728706774292788,0,0,0,0,0,0.4108517290282884
none,Treat None,750,0.26,0.14728706774292788,0,0,0,0,0,0.4335112779118159
none,Treat None,750,0.27,0.14728706774292788,0,0,0,0,0,0.4544923416928597
none,Treat None,750,0.28,0.14728706774292788,0,0,0,0,0,0.473974758060972
none,Treat None,750,0.29,0.14728706774292788,0,0,0,0,0,0.49211355950714525
none,Treat None,750,0.3,0.14728706774292788,0,0,0,0,0,0.5090431075235737
none,Treat None,750,0.31,0.14728706774292788,0,0,0,0,0,0.5248804266357165
none,Treat None,750,0.32,0.14728706774292788,0,0,0,0,0,0.5397279133033505
none,Treat None,750,0.33,0.14728706774292788,0,0,0,0,0,0.553675552294158
none,Treat None,750,0.34,0.14728706774292788,0,0,0,0,0,0.5668027419325651
none,Treat None,750,0.35000000000000003,0.14728706774292788,0,0,0,0,0,0.5791798064487775
none,Treat None,750,0.36,0.14728706774292788,0,0,0,0,0,0.5908692562696447
none,Treat None,750,0.37,0.14728706774292788,0,0,0,0,0,0.6019268439380328
none,Treat None,750,0.38,0.14728706774292788,0,0,0,0,0,0.6124024533080845
none,Treat None,750,0.39,0.14728706774292788,0,0,0,0,0,0.6223408519412105
none,Treat None,750,0.4,0.14728706774292788,0,0,0,0,0,0.6317823306426803
none,Treat None,750,0.41000000000000003,0.14728706774292788,0,0,0,0,0,0.640763249407493
none,Treat None,750,0.42,0.14728706774292788,0,0,0,0,0,0.6493165053739812
none,Treat None,750,0.43,0.14728706774292788,0,0,0,0,0,0.657471935481563
none,Treat None,750,0.44,0.14728706774292788,0,0,0,0,0,0.6652566642206185
none,Treat None,750,0.45,0.14728706774292788,0,0,0,0,0,0.6726954050157158
none,Treat None,750,0.46,0.14728706774292788,0,0,0,0,0,0.6798107222979829
none,Treat None,750,0.47000000000000003,0.14728706774292788,0,0,0,0,0,0.68662326012143
none,Treat None,750,0.48,0.14728706774292788,0,0,0,0,0,0.6931519422022335
none,Treat None,750,0.49,0.14728706774292788,0,0,0,0,0,0.6994141474634125
none,Treat None,750,0.5,0.14728706774292788,0,0,0,0,0,0.7054258645141442
none,Treat None,750,0.51,0.14728706774292788,0,0,0,0,0,0.7112018279550434
none,Treat None,750,0.52,0.14728706774292788,0,0,0,0,0,0.7167556389559079
none,Treat None,750,0.53,0.14728706774292788,0,0,0,0,0,0.722099872183155
none,Treat None,750,0.54,0.14728706774292788,0,0,0,0,0,0.7272461708464298
none,Treat None,750,0.55,0.14728706774292788,0,0,0,0,0,0.7322053313764947
none,Treat None,750,0.56,0.14728706774292788,0,0,0,0,0,0.736987379030486
none,Treat None,750,0.5700000000000001,0.14728706774292788,0,0,0,0,0,0.741601635538723
none,Treat None,750,0.58,0.14728706774292788,0,0,0,0,0,0.7460567797535727
none,Treat None,750,0.59,0.14728706774292788,0,0,0,0,0,0.7503609021306308
none,Treat None,750,0.6,0.14728706774292788,0,0,0,0,0,0.7545215537617869
none,Treat None,750,0.61,0.14728706774292788,0,0,0,0,0,0.7585457905853641
none,Treat None,750,0.62,0.14728706774292788,0,0,0,0,0,0.7624402133178583
none,Treat None,750,0.63,0.14728706774292788,0,0,0,0,0,0.7662110035826541
none,Treat None,750,0.64,0.14728706774292788,0,0,0,0,0,0.7698639566516752
none,Treat None,750,0.65,0.14728706774292788,0,0,0,0,0,0.7734045111647263
none,Treat None,750,0.66,0.14728706774292788,0,0,0,0,0,0.7768377761470789
none,Treat None,750,0.67,0.14728706774292788,0,0,0,0,0,0.7801685556075704
none,Treat None,750,0.68,0.14728706774292788,0,0,0,0,0,0.7834013709662826
none,Treat None,750,0.6900000000000001,0.14728706774292788,0,0,0,0,0,0.7865404815319885
none,Treat None,750,0.7000000000000001,0.14728706774292788,0,0,0,0,0,0.7895899032243888
none,Treat None,750,0.71,0.14728706774292788,0,0,0,0,0,0.792553425714186
none,Treat None,750,0.72,0.14728706774292788,0,0,0,0,0,0.7954346281348226
none,Treat None,750,0.73,0.14728706774292788,0,0,0,0,0,0.7982368935028386
none,Treat None,750,0.74,0.14728706774292788,0,0,0,0,0,0.8009634219690163
none,Treat None,750,0.75,0.14728706774292788,0,0,0,0,0,0.8036172430094295
none,Treat None,750,0.76,0.14728706774292788,0,0,0,0,0,0.8062012266540421
none,Treat None,750,0.77,0.14728706774292788,0,0,0,0,0,0.8087180938403533
none,Treat None,750,0.78,0.14728706774292788,0,0,0,0,0,0.8111704259706053
none,Treat None,750,0.79,0.14728706774292788,0,0,0,0,0,0.8135606737431292
none,Treat None,750,0.8,0.14728706774292788,0,0,0,0,0,0.8158911653213401
none,Treat None,750,0.81,0.14728706774292788,0,0,0,0,0,0.8181641138976199
none,Treat None,750,0.8200000000000001,0.14728706774292788,0,0,0,0,0,0.8203816247037465
none,Treat None,750,0.8300000000000001,0.14728706774292788,0,0,0,0,0,0.8225457015145446
none,Treat None,750,0.84,0.14728706774292788,0,0,0,0,0,0.8246582526869906
none,Treat None,750,0.85,0.14728706774292788,0,0,0,0,0,0.826721096773026
none,Treat None,750,0.86,0.14728706774292788,0,0,0,0,0,0.8287359677407815
none,Treat None,750,0.87,0.14728706774292788,0,0,0,0,0,0.8307045198357151
none,Treat None,750,0.88,0.14728706774292788,0,0,0,0,0,0.8326283321103092
none,Treat None,750,0.89,0.14728706774292788,0,0,0,0,0,0.8345089126483957
none,Treat None,750,0.9,0.14728706774292788,0,0,0,0,0,0.836347702507858
none,Treat None,750,0.91,0.14728706774292788,0,0,0,0,0,0.8381460794033759
none,Treat None,750,0.92,0.14728706774292788,0,0,0,0,0,0.8399053611489914
none,Treat None,750,0.93,0.14728706774292788,0,0,0,0,0,0.8416268088785721
none,Treat None,750,0.9400000000000001,0.14728706774292788,0,0,0,0,0,0.843311630060715
none,Treat None,750,0.9500000000000001,0.14728706774292788,0,0,0,0,0,0.844960981323234
none,Treat None,750,0.96,0.14728706774292788,0,0,0,0,0,0.8465759711011168
none,Treat None,750,0.97,0.14728706774292788,0,0,0,0,0,0.8481576621206929
none,Treat None,750,0.98,0.14728706774292788,0,0,0,0,0,0.8497070737317063
none,Treat None,750,0.99,0.14728706774292788,0,0,0,0,0,0.8512251840980527
cancerpredmarker,cancerpredmarker,750,0,0.14728706774292788,1,0.14728706774292788,0.8527129322570721,0,0.14728706774292788,NA
cancerpredmarker,cancerpredmarker,750,0.01,0.14728706774292788,0.8893333333333333,0.1471524266899841,0.7421809066433492,0,0.1396556498552028,0.09720256137228904
cancerpredmarker,cancerpredmarker,750,0.02,0.14728706774292788,0.7586666666666667,0.14522244502111706,0.6134442216455497,0,0.13270317519161604,0.13810219724279213
cancerpredmarker,cancerpredmarker,750,0.03,0.14728706774292788,0.664,0.1401800901959344,0.5238199098040657,0,0.12397947442879834,0.09910074843355023
cancerpredmarker,cancerpredmarker,750,0.04,0.14728706774292788,0.6106666666666667,0.13571050167502632,0.4749561649916404,0,0.1159206614670413,0.09991918163579437
cancerpredmarker,cancerpredmarker,750,0.05,0.14728706774292788,0.5546666666666666,0.130470765040919,0.4241959016257476,0,0.10814466495535334,0.10900727929315586
cancerpredmarker,cancerpredmarker,750,0.06,0.14728706774292788,0.49466666666666664,0.12941288699190698,0.36525377967475964,0,0.10609881594883722,0.20743032081631835
cancerpredmarker,cancerpredmarker,750,0.07,0.14728706774292788,0.4573333333333333,0.12365247971234786,0.33368085362098543,0,0.09853671653657475,0.20502969480123778
cancerpredmarker,cancerpredmarker,750,0.08,0.14728706774292788,0.42533333333333334,0.12142788599830612,0.3039054473350272,0,0.09500132536047766,0.2514268948588945
cancerpredmarker,cancerpredmarker,750,0.09,0.14728706774292788,0.404,0.115830278857022,0.288169721142978,0,0.08732997676595824,0.2464801234899347
cancerpredmarker,cancerpredmarker,750,0.1,0.14728706774292788,0.37333333333333335,0.11284923969991953,0.26048409363341385,0,0.08390656262954022,0.28228838623658314
cancerpredmarker,cancerpredmarker,750,0.11,0.14728706774292788,0.35333333333333333,0.11103535223470636,0.24229798109862696,0,0.0810884107506064,0.3171056165919256
cancerpredmarker,cancerpredmarker,750,0.12,0.14728706774292788,0.3373333333333333,0.11014335845467758,0.22718997487865575,0,0.0791629073348609,0.3531357559312475
cancerpredmarker,cancerpredmarker,750,0.13,0.14728706774292788,0.31866666666666665,0.10781699871258636,0.21084966795408028,0,0.07631072648956287,0.37771741771532175
cancerpredmarker,cancerpredmarker,750,0.14,0.14728706774292788,0.3,0.10765162887900794,0.19234837112099204,0,0.07633910334768365,0.4168897224005719
cancerpredmarker,cancerpredmarker,750,0.15,0.14728706774292788,0.28,0.1077902085625273,0.17220979143747273,0,0.07740024536767917,0.4566876054639961
cancerpredmarker,cancerpredmarker,750,0.16,0.14728706774292788,0.268,0.10445465371576322,0.16354534628423678,0,0.0733031591854324,0.46429741233022087
cancerpredmarker,cancerpredmarker,750,0.17,0.14728706774292788,0.25333333333333335,0.09769085809172358,0.15564247524160976,0,0.06581227882536977,0.4549242569537003
cancerpredmarker,cancerpredmarker,750,0.18,0.14728706774292788,0.24933333333333332,0.0974000733118001,0.1519332600215332,0,0.06404886989243916,0.4735166976048456
cancerpredmarker,cancerpredmarker,750,0.19,0.14728706774292788,0.23866666666666667,0.09656783859419643,0.14209882807247023,0,0.06323601472534539,0.4943900220242204
cancerpredmarker,cancerpredmarker,750,0.2,0.14728706774292788,0.23066666666666666,0.09665009923721767,0.13401656742944898,0,0.06314595737985543,0.5161484908047823
cancerpredmarker,cancerpredmarker,750,0.21,0.14728706774292788,0.22133333333333333,0.0953468565963003,0.12598647673703303,0,0.06185678050164595,0.531332327873202
cancerpredmarker,cancerpredmarker,750,0.22,0.14728706774292788,0.21466666666666667,0.09409755536282952,0.12056911130383716,0,0.060090882943798524,0.5435628225147044
cancerpredmarker,cancerpredmarker,750,0.23,0.14728706774292788,0.20133333333333334,0.09308605547240445,0.10824727786092889,0,0.060752452994464655,0.5630100915774344
cancerpredmarker,cancerpredmarker,750,0.24,0.14728706774292788,0.19466666666666665,0.09083800527235948,0.10382866139430717,0,0.058050006937315116,0.5701289063726316
cancerpredmarker,cancerpredmarker,750,0.25,0.14728706774292788,0.192,0.09071528561884219,0.10128471438115781,0,0.05695371415845626,0.5817128715036572
cancerpredmarker,cancerpredmarker,750,0.26,0.14728706774292788,0.18266666666666667,0.08787134846148115,0.09479531820518552,0,0.05456488530830785,0.5888113360969998
cancerpredmarker,cancerpredmarker,750,0.27,0.14728706774292788,0.176,0.0894081328829565,0.08659186711704349,0,0.05738100394925548,0.6096335745926986
cancerpredmarker,cancerpredmarker,750,0.28,0.14728706774292788,0.16133333333333333,0.08409580504504392,0.0772375282882894,0,0.05405898848848693,0.6129835856027954
cancerpredmarker,cancerpredmarker,750,0.29,0.14728706774292788,0.15333333333333332,0.08387088831732767,0.06946244501600565,0,0.05549890373332536,0.6279901858887349
cancerpredmarker,cancerpredmarker,750,0.3,0.14728706774292788,0.148,0.08248299442236139,0.0655170055776386,0,0.05440427774623055,0.6359864222647784
cancerpredmarker,cancerpredmarker,750,0.31,0.14728706774292788,0.14666666666666667,0.08285041676821697,0.0638162498984497,0,0.05417934797326131,0.645473168898782
cancerpredmarker,cancerpredmarker,750,0.32,0.14728706774292788,0.14266666666666666,0.08129006009359543,0.06137660657307123,0,0.0524069511180325,0.6510926844291696
cancerpredmarker,cancerpredmarker,750,0.33,0.14728706774292788,0.13866666666666666,0.08066115177854578,0.058005514888120877,0,0.05209127131126236,0.6594366182897512
cancerpredmarker,cancerpredmarker,750,0.34,0.14728706774292788,0.12933333333333333,0.07828489798449922,0.051048435348834104,0,0.051987219168433164,0.6677191085536412
cancerpredmarker,cancerpredmarker,750,0.35000000000000003,0.14728706774292788,0.124,0.07689325319224807,0.047106746807751926,0,0.0515280818342278,0.6748748155694863
cancerpredmarker,cancerpredmarker,750,0.36,0.14728706774292788,0.11733333333333333,0.07594868661394201,0.04138464671939132,0,0.05266982283428439,0.6845044968639281
cancerpredmarker,cancerpredmarker,750,0.37,0.14728706774292788,0.112,0.07381178290168595,0.03818821709831404,0,0.0513837823836285,0.6894181490777246
cancerpredmarker,cancerpredmarker,750,0.38,0.14728706774292788,0.11066666666666666,0.07240026831125353,0.038266398355413137,0,0.048946669319226116,0.6922628085131376
cancerpredmarker,cancerpredmarker,750,0.39,0.14728706774292788,0.10266666666666667,0.07074470167829298,0.031921964988373686,0,0.05033557652179177,0.7010708562445258
cancerpredmarker,cancerpredmarker,750,0.4,0.14728706774292788,0.09866666666666667,0.06742036241711614,0.031246304249550518,0,0.04658949291741579,0.701666570018804
cancerpredmarker,cancerpredmarker,750,0.41000000000000003,0.14728706774292788,0.09466666666666666,0.06694357090068397,0.0277230957659827,0,0.047678368758221415,0.7093735849376164
cancerpredmarker,cancerpredmarker,750,0.42,0.14728706774292788,0.09066666666666667,0.06417956111059545,0.026487105556071228,0,0.044999243294130076,0.7114583175420657
cancerpredmarker,cancerpredmarker,750,0.43,0.14728706774292788,0.09066666666666667,0.06417956111059545,0.026487105556071228,0,0.044198060427945225,0.716060062095351
cancerpredmarker,cancerpredmarker,750,0.44,0.14728706774292788,0.08666666666666667,0.06027089952531585,0.026395767141350824,0,0.039531368199968775,0.7155693146569424
cancerpredmarker,cancerpredmarker,750,0.45,0.14728706774292788,0.084,0.05798028273362761,0.026019717266372394,0,0.0366914231520502,0.7175404777571105
cancerpredmarker,cancerpredmarker,750,0.46,0.14728706774292788,0.07866666666666666,0.05518114542728637,0.023485521239380296,0,0.03517496066781427,0.7211030674297648
cancerpredmarker,cancerpredmarker,750,0.47000000000000003,0.14728706774292788,0.07333333333333333,0.05339331968094723,0.0199400136523861,0,0.03571066606468031,0.7268927346198993
cancerpredmarker,cancerpredmarker,750,0.48,0.14728706774292788,0.072,0.05430171715088864,0.01769828284911135,0,0.03796484067478586,0.7342805195999182
cancerpredmarker,cancerpredmarker,750,0.49,0.14728706774292788,0.068,0.04992912910601708,0.018070870893982925,0,0.03256691981571976,0.733310329312427
cancerpredmarker,cancerpredmarker,750,0.5,0.14728706774292788,0.06666666666666667,0.048997370681438925,0.017669295985227745,0,0.03132807469621118,0.7367539392103555
