variable,label,n,threshold,pos_rate,test_pos_rate,tp_rate,fp_rate,harm,net_benefit,net_intervention_avoided
cancerpredmarker,cancerpredmarker,750,0.51,0.14728706774292788,0.064,0.048161440311418696,0.015838559688581305,0,0.031676408798813664,0.7416360246440996
cancerpredmarker,cancerpredmarker,750,0.52,0.14728706774292788,0.06133333333333333,0.045402527361067146,0.01593080597226618,0,0.02814415422444545,0.7427348582400114
cancerpredmarker,cancerpredmarker,750,0.53,0.14728706774292788,0.058666666666666666,0.041908991228070173,0.016757675438596492,0,0.02301203807390817,0.7425067738713377
cancerpredmarker,cancerpredmarker,750,0.54,0.14728706774292788,0.056,0.04042320432603834,0.015576795673961662,0,0.022137400708778995,0.7461039566353898
cancerpredmarker,cancerpredmarker,750,0.55,0.14728706774292788,0.05466666666666667,0.04089446728158555,0.013772199385081119,0,0.02406177914426418,0.7518922415854381
cancerpredmarker,cancerpredmarker,750,0.56,0.14728706774292788,0.05333333333333334,0.04014160401002507,0.013191729323308272,0,0.023352130325814537,0.7553354814293401
cancerpredmarker,cancerpredmarker,750,0.5700000000000001,0.14728706774292788,0.050666666666666665,0.039147437232998725,0.011519229433667942,0,0.023877761006973773,0.7596146833159139
cancerpredmarker,cancerpredmarker,750,0.58,0.14728706774292788,0.04666666666666667,0.03790566332218506,0.008761003344481608,0,0.025807134894091414,0.7647447050217078
cancerpredmarker,cancerpredmarker,750,0.59,0.14728706774292788,0.04133333333333333,0.0343191632928475,0.007014170040485833,0,0.02422560152727033,0.767195642175005
cancerpredmarker,cancerpredmarker,750,0.6,0.14728706774292788,0.04,0.03288819444444445,0.007111805555555555,0,0.022220486111111118,0.7693352111691942
cancerpredmarker,cancerpredmarker,750,0.61,0.14728706774292788,0.037333333333333336,0.032670476190476194,0.004662857142857141,0,0.025377289377289385,0.774770614941336
cancerpredmarker,cancerpredmarker,750,0.62,0.14728706774292788,0.03333333333333333,0.028125,0.005208333333333333,0,0.019627192982456142,0.7744697832103313
cancerpredmarker,cancerpredmarker,750,0.63,0.14728706774292788,0.032,0.027569230769230773,0.0044307692307692294,0,0.02002494802494803,0.7779716873433379
cancerpredmarker,cancerpredmarker,750,0.64,0.14728706774292788,0.032,0.027569230769230773,0.0044307692307692294,0,0.019692307692307696,0.7809408797285983
cancerpredmarker,cancerpredmarker,750,0.65,0.14728706774292788,0.030666666666666665,0.026044444444444443,0.004622222222222221,0,0.01746031746031746,0.7828062205664357
cancerpredmarker,cancerpredmarker,750,0.66,0.14728706774292788,0.028,0.023893333333333336,0.004106666666666666,0,0.015921568627450984,0.7850397963490992
cancerpredmarker,cancerpredmarker,750,0.67,0.14728706774292788,0.02666666666666667,0.022560000000000004,0.004106666666666665,0,0.014222222222222228,0.7871735307319484
cancerpredmarker,cancerpredmarker,750,0.68,0.14728706774292788,0.02666666666666667,0.022560000000000004,0.004106666666666665,0,0.01383333333333334,0.7899111748878512
cancerpredmarker,cancerpredmarker,750,0.6900000000000001,0.14728706774292788,0.02666666666666667,0.022560000000000004,0.004106666666666665,0,0.013419354838709683,0.7925694670392349
cancerpredmarker,cancerpredmarker,750,0.7000000000000001,0.14728706774292788,0.025333333333333333,0.02311111111111111,0.0022222222222222235,0,0.01792592592592592,0.7972724429069284
cancerpredmarker,cancerpredmarker,750,0.71,0.14728706774292788,0.024,0.021777777777777778,0.0022222222222222214,0,0.016337164750957856,0.7992263521617603
cancerpredmarker,cancerpredmarker,750,0.72,0.14728706774292788,0.024,0.021777777777777778,0.0022222222222222214,0,0.016063492063492064,0.8016815417150694
cancerpredmarker,cancerpredmarker,750,0.73,0.14728706774292788,0.02266666666666667,0.020166666666666666,0.0025000000000000014,0,0.013407407407407404,0.8031957976124275
cancerpredmarker,cancerpredmarker,750,0.74,0.14728706774292788,0.021333333333333333,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.75,0.14728706774292788,0.018666666666666668,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.76,0.14728706774292788,0.018666666666666668,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.77,0.14728706774292788,0.017333333333333333,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.78,0.14728706774292788,0.017333333333333333,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.79,0.14728706774292788,0.016,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.8,0.14728706774292788,0.014666666666666666,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.81,0.14728706774292788,0.013333333333333334,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.8200000000000001,0.14728706774292788,0.013333333333333334,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.8300000000000001,0.14728706774292788,0.013333333333333334,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.84,0.14728706774292788,0.013333333333333334,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.85,0.14728706774292788,0.013333333333333334,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.86,0.14728706774292788,0.010666666666666666,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.87,0.14728706774292788,0.010666666666666666,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.88,0.14728706774292788,0.010666666666666666,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.89,0.14728706774292788,0.010666666666666666,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.9,0.14728706774292788,0.009333333333333334,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.91,0.14728706774292788,0.006666666666666667,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.92,0.14728706774292788,0.005333333333333333,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.93,0.14728706774292788,0.004,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.9400000000000001,0.14728706774292788,0.004,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.9500000000000001,0.14728706774292788,0.0026666666666666666,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.96,0.14728706774292788,0.0013333333333333333,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.97,0.14728706774292788,0.0013333333333333333,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.98,0.14728706774292788,0.0013333333333333333,NA,NA,0,NA,NA
cancerpredmarker,cancerpredmarker,750,0.99,0.14728706774292788,0.0013333333333333333,NA,NA,0,NA,NA
